A,B,C,Leg1,Step1,MinQty1,MinNotional1,Leg2,Step2,MinQty2,MinNotional2,Leg3,Step3,MinQty3,MinNotional3,Leg1Symbol,Leg1Side,Leg1Base,Leg1Quote,Leg1QtyStep,Leg1QuoteStep,Leg1PriceStep,Leg1MinQty,Leg1MinQuote,Leg1MinNotional,Leg2Symbol,Leg2Side,Leg2Base,Leg2Quote,Leg2QtyStep,Leg2QuoteStep,Leg2PriceStep,Leg2MinQty,Leg2MinQuote,Leg2MinNotional,Leg3Symbol,Leg3Side,Leg3Base,Leg3Quote,Leg3QtyStep,Leg3QuoteStep,Leg3PriceStep,Leg3MinQty,Leg3MinQuote,Leg3MinNotional
USDT,BTC,KCS,BUY BTC/USDT,0.00000001,0.00001,0.1,BUY KCS/BTC,0.0001,0.01,0.000001,SELL KCS/USDT,0.0001,0.1,0.1,BTC-USDT,BUY,BTC,USDT,0.00000001,0.000001,0.1,0.00001,0.1,0.1,KCS-BTC,BUY,KCS,BTC,0.0001,0.0000001,0.0000001,0.01,0.00001,0.000001,KCS-USDT,SELL,KCS,USDT,0.0001,0.0001,0.001,0.1,0.1,0.1
USDT,BTC,KLV,BUY BTC/USDT,0.00000001,0.00001,0.1,BUY KLV/BTC,0.0001,10,0.000001,SELL KLV/USDT,0.0001,10,0.1,BTC-USDT,BUY,BTC,USDT,0.00000001,0.000001,0.1,0.00001,0.1,0.1,KLV-BTC,BUY,KLV,BTC,0.0001,0.00000000001,0.00000000001,10,0.000001,0.000001,KLV-USDT,SELL,KLV,USDT,0.0001,0.000001,0.000001,10,0.1,0.1
USDT,BTC,KNC,BUY BTC/USDT,0.00000001,0.00001,0.1,BUY KNC/BTC,0.0001,0.1,0.000001,SELL KNC/USDT,0.0001,0.1,0.1,BTC-USDT,BUY,BTC,USDT,0.00000001,0.000001,0.1,0.00001,0.1,0.1,KNC-BTC,BUY,KNC,BTC,0.0001,0.000000001,0.000000001,0.1,0.00001,0.000001,KNC-USDT,SELL,KNC,USDT,0.0001,0.0001,0.0001,0.1,0.1,0.1
USDT,BTC,KRL,BUY BTC/USDT,0.00000001,0.00001,0.1,BUY KRL/BTC,0.0001,10,0.000001,SELL KRL/USDT,0.0001,10,0.1,BTC-USDT,BUY,BTC,USDT,0.00000001,0.000001,0.1,0.00001,0.1,0.1,KRL-BTC,BUY,KRL,BTC,0.0001,0.0000000001,0.0000000001,10,0.00001,0.000001,KRL-USDT,SELL,KRL,USDT,0.0001,0.00001,0.00001,10,1,0.1
USDT,BTC,LINK,BUY BTC/USDT,0.00000001,0.00001,0.1,BUY LINK/BTC,0.0001,0.001,0.000001,SELL LINK/USDT,0.0001,0.01,0.1,BTC-USDT,BUY,BTC,USDT,0.00000001,0.000001,0.1,0.00001,0.1,0.1,LINK-BTC,BUY,LINK,BTC,0.0001,0.00000001,0.00000001,0.001,0.000001,0.000001,LINK-USDT,SELL,LINK,USDT,0.0001,0.0001,0.0001,0.01,0.1,0.1
USDT,BTC,LTC,BUY BTC/USDT,0.00000001,0.00001,0.1,BUY LTC/BTC,0.001,0.001,0.000001,SELL LTC/USDT,0.001,0.001,0.1,BTC-USDT,BUY,BTC,USDT,0.00000001,0.000001,0.1,0.00001,0.1,0.1,LTC-BTC,BUY,LTC,BTC,0.001,0.000001,0.000001,0.001,0.00001,0.000001,LTC-USDT,SELL,LTC,USDT,0.001,0.01,0.01,0.001,0.1,0.1
USDT,BTC,MANTRA,BUY BTC/USDT,0.00000001,0.00001,0.1,BUY MANTRA/BTC,1,1,0.000001,SELL MANTRA/USDT,0.1,10,0.1,BTC-USDT,BUY,BTC,USDT,0.00000001,0.000001,0.1,0.00001,0.1,0.1,MANTRA-BTC,BUY,MANTRA,BTC,1,0.0000000001,0.0000000001,1,0.000001,0.000001,MANTRA-USDT,SELL,MANTRA,USDT,0.1,0.00001,0.00001,10,0.1,0.1
USDT,BTC,NEAR,BUY BTC/USDT,0.00000001,0.00001,0.1,BUY NEAR/BTC,0.0001,0.1,0.000001,SELL NEAR/USDT,0.0001,0.1,0.1,BTC-USDT,BUY,BTC,USDT,0.00000001,0.000001,0.1,0.00001,0.1,0.1,NEAR-BTC,BUY,NEAR,BTC,0.0001,0.00000001,0.00000001,0.1,0.000001,0.000001,NEAR-USDT,SELL,NEAR,USDT,0.0001,0.0001,0.0001,0.1,0.1,0.1
USDT,BTC,NEO,BUY BTC/USDT,0.00000001,0.00001,0.1,BUY NEO/BTC,0.000001,0.001,0.000001,SELL NEO/USDT,0.000001,0.001,0.1,BTC-USDT,BUY,BTC,USDT,0.00000001,0.000001,0.1,0.00001,0.1,0.1,NEO-BTC,BUY,NEO,BTC,0.000001,0.0000001,0.0000001,0.001,0.00001,0.000001,NEO-USDT,SELL,NEO,USDT,0.000001,0.000001,0.0001,0.001,0.1,0.1
USDT,BTC,OGN,BUY BTC/USDT,0.00000001,0.00001,0.1,BUY OGN/BTC,0.0001,0.1,0.000001,SELL OGN/USDT,0.0001,0.1,0.1,BTC-USDT,BUY,BTC,USDT,0.00000001,0.000001,0.1,0.00001,0.1,0.1,OGN-BTC,BUY,OGN,BTC,0.0001,0.000000001,0.000000001,0.1,0.000001,0.000001,OGN-USDT,SELL,OGN,USDT,0.0001,0.00001,0.00001,0.1,0.1,0.1
USDT,BTC,ONE,BUY BTC/USDT,0.00000001,0.00001,0.1,BUY ONE/BTC,0.0001,1,0.000001,SELL ONE/USDT,0.0001,1,0.1,BTC-USDT,BUY,BTC,USDT,0.00000001,0.000001,0.1,0.00001,0.1,0.1,ONE-BTC,BUY,ONE,BTC,0.0001,0.0000000001,0.0000000001,1,0.000001,0.000001,ONE-USDT,SELL,ONE,USDT,0.0001,0.000001,0.000001,1,0.1,0.1
USDT,BTC,ONT,BUY BTC/USDT,0.00000001,0.00001,0.1,BUY ONT/BTC,0.0001,0.01,0.000001,SELL ONT/USDT,0.0001,0.01,0.1,BTC-USDT,BUY,BTC,USDT,0.00000001,0.000001,0.1,0.00001,0.1,0.1,ONT-BTC,BUY,ONT,BTC,0.0001,0.000000001,0.000000001,0.01,0.00001,0.000001,ONT-USDT,SELL,ONT,USDT,0.0001,0.000001,0.00001,0.01,0.1,0.1
USDT,BTC,PAXG,BUY BTC/USDT,0.00000001,0.00001,0.1,BUY PAXG/BTC,0.0001,0.0001,0.000001,SELL PAXG/USDT,0.0001,0.0001,0.1,BTC-USDT,BUY,BTC,USDT,0.00000001,0.000001,0.1,0.00001,0.1,0.1,PAXG-BTC,BUY,PAXG,BTC,0.0001,0.000001,0.000001,0.0001,0.000001,0.000001,PAXG-USDT,SELL,PAXG,USDT,0.0001,0.01,0.01,0.0001,0.1,0.1
USDT,BTC,POND,BUY BTC/USDT,0.00000001,0.00001,0.1,BUY POND/BTC,0.0001,1,0.000001,SELL POND/USDT,0.0001,1,0.1,BTC-USDT,BUY,BTC,USDT,0.00000001,0.000001,0.1,0.00001,0.1,0.1,POND-BTC,BUY,POND,BTC,0.0001,0.0000000001,0.0000000001,1,0.000001,0.000001,POND-USDT,SELL,POND,USDT,0.0001,0.000001,0.000001,1,0.1,0.1
USDT,BTC,RLC,BUY BTC/USDT,0.00000001,0.00001,0.1,BUY RLC/BTC,0.0001,0.1,0.000001,SELL RLC/USDT,0.0001,0.1,0.1,BTC-USDT,BUY,BTC,USDT,0.00000001,0.000001,0.1,0.00001,0.1,0.1,RLC-BTC,BUY,RLC,BTC,0.0001,0.00000001,0.00000001,0.1,0.000001,0.000001,RLC-USDT,SELL,RLC,USDT,0.0001,0.0001,0.0001,0.1,0.1,0.1
USDT,BTC,RSR,BUY BTC/USDT,0.00000001,0.00001,0.1,BUY RSR/BTC,0.0001,10,0.000001,SELL RSR/USDT,0.0001,10,0.1,BTC-USDT,BUY,BTC,USDT,0.00000001,0.000001,0.1,0.00001,0.1,0.1,RSR-BTC,BUY,RSR,BTC,0.0001,0.0000000001,0.0000000001,10,0.000001,0.000001,RSR-USDT,SELL,RSR,USDT,0.0001,0.000001,0.000001,10,0.1,0.1
USDT,BTC,RUNE,BUY BTC/USDT,0.00000001,0.00001,0.1,BUY RUNE/BTC,0.0001,0.1,0.000001,SELL RUNE/USDT,0.0001,0.1,0.1,BTC-USDT,BUY,BTC,USDT,0.00000001,0.000001,0.1,0.00001,0.1,0.1,RUNE-BTC,BUY,RUNE,BTC,0.0001,0.00000001,0.00000001,0.1,0.000001,0.000001,RUNE-USDT,SELL,RUNE,USDT,0.0001,0.0001,0.0001,0.1,0.1,0.1
USDT,BTC,SCRT,BUY BTC/USDT,0.00000001,0.00001,0.1,BUY SCRT/BTC,0.0001,1,0.000001,SELL SCRT/USDT,0.0001,0.1,0.1,BTC-USDT,BUY,BTC,USDT,0.00000001,0.000001,0.1,0.00001,0.1,0.1,SCRT-BTC,BUY,SCRT,BTC,0.0001,0.000000001,0.000000001,1,0.000001,0.000001,SCRT-USDT,SELL,SCRT,USDT,0.0001,0.0001,0.0001,0.1,0.1,0.1
USDT,BTC,SNX,BUY BTC/USDT,0.00000001,0.00001,0.1,BUY SNX/BTC,0.01,0.01,0.000001,SELL SNX/USDT,0.01,1,0.1,BTC-USDT,BUY,BTC,USDT,0.00000001,0.000001,0.1,0.00001,0.1,0.1,SNX-BTC,BUY,SNX,BTC,0.01,0.00000001,0.00000001,0.01,0.00001,0.000001,SNX-USDT,SELL,SNX,USDT,0.01,0.0001,0.0001,1,0.1,0.1
USDT,BTC,STX,BUY BTC/USDT,0.00000001,0.00001,0.1,BUY STX/BTC,0.0001,0.1,0.000001,SELL STX/USDT,0.0001,1,0.1,BTC-USDT,BUY,BTC,USDT,0.00000001,0.000001,0.1,0.00001,0.1,0.1,STX-BTC,BUY,STX,BTC,0.0001,0.00000001,0.00000001,0.1,0.000001,0.000001,STX-USDT,SELL,STX,USDT,0.0001,0.0001,0.0001,1,0.1,0.1
USDT,BTC,TEL,BUY BTC/USDT,0.00000001,0.00001,0.1,BUY TEL/BTC,0.01,100,0.000001,SELL TEL/USDT,1,1000,0.1,BTC-USDT,BUY,BTC,USDT,0.00000001,0.000001,0.1,0.00001,0.1,0.1,TEL-BTC,BUY,TEL,BTC,0.01,0.00000000001,0.00000000001,100,0.00001,0.000001,TEL-USDT,SELL,TEL,USDT,1,0.000001,0.000001,1000,0.1,0.1
USDT,BTC,TRAC,BUY BTC/USDT,0.00000001,0.00001,0.1,BUY TRAC/BTC,0.0001,1,0.000001,SELL TRAC/USDT,0.0001,1,0.1,BTC-USDT,BUY,BTC,USDT,0.00000001,0.000001,0.1,0.00001,0.1,0.1,TRAC-BTC,BUY,TRAC,BTC,0.0001,0.00000001,0.00000001,1,0.00001,0.000001,TRAC-USDT,SELL,TRAC,USDT,0.0001,0.0001,0.0001,1,0.1,0.1
USDT,BTC,TRX,BUY BTC/USDT,0.00000001,0.00001,0.1,BUY TRX/BTC,0.01,1,0.000001,SELL TRX/USDT,0.01,1,0.1,BTC-USDT,BUY,BTC,USDT,0.00000001,0.000001,0.1,0.00001,0.1,0.1,TRX-BTC,BUY,TRX,BTC,0.01,0.000000001,0.000000001,1,0.00001,0.000001,TRX-USDT,SELL,TRX,USDT,0.01,0.0001,0.0001,1,0.1,0.1
USDT,BTC,TWT,BUY BTC/USDT,0.00000001,0.00001,0.1,BUY TWT/BTC,0.0001,0.1,0.000001,SELL TWT/USDT,0.0001,0.1,0.1,BTC-USDT,BUY,BTC,USDT,0.00000001,0.000001,0.1,0.00001,0.1,0.1,TWT-BTC,BUY,TWT,BTC,0.0001,0.00000001,0.00000001,0.1,0.000001,0.000001,TWT-USDT,SELL,TWT,USDT,0.0001,0.0001,0.0001,0.1,0.1,0.1
USDT,BTC,VET,BUY BTC/USDT,0.00000001,0.00001,0.1,BUY VET/BTC,0.001,10,0.000001,SELL VET/USDT,0.1,10,0.1,BTC-USDT,BUY,BTC,USDT,0.00000001,0.000001,0.1,0.00001,0.1,0.1,VET-BTC,BUY,VET,BTC,0.001,0.0000000001,0.0000000001,10,0.00001,0.000001,VET-USDT,SELL,VET,USDT,0.1,0.00001,0.00001,10,0.1,0.1
USDT,BTC,VSYS,BUY BTC/USDT,0.00000001,0.00001,0.1,BUY VSYS/BTC,1,0.1,0.000001,SELL VSYS/USDT,1,0.1,0.1,BTC-USDT,BUY,BTC,USDT,0.00000001,0.000001,0.1,0.00001,0.1,0.1,VSYS-BTC,BUY,VSYS,BTC,1,0.000000000001,0.000000000001,0.1,0.00001,0.000001,VSYS-USDT,SELL,VSYS,USDT,1,0.0000001,0.0000001,0.1,0.1,0.1
USDT,BTC,WAN,BUY BTC/USDT,0.00000001,0.00001,0.1,BUY WAN/BTC,0.0001,0.1,0.000001,SELL WAN/USDT,0.0001,0.1,0.1,BTC-USDT,BUY,BTC,USDT,0.00000001,0.000001,0.1,0.00001,0.1,0.1,WAN-BTC,BUY,WAN,BTC,0.0001,0.000000001,0.000000001,0.1,0.00001,0.000001,WAN-USDT,SELL,WAN,USDT,0.0001,0.00001,0.00001,0.1,0.00000001,0.1
USDT,BTC,WAVES,BUY BTC/USDT,0.00000001,0.00001,0.1,BUY WAVES/BTC,0.0001,0.01,0.000001,SELL WAVES/USDT,0.0001,0.01,0.1,BTC-USDT,BUY,BTC,USDT,0.00000001,0.000001,0.1,0.00001,0.1,0.1,WAVES-BTC,BUY,WAVES,BTC,0.0001,0.00000001,0.00000001,0.01,0.000001,0.000001,WAVES-USDT,SELL,WAVES,USDT,0.0001,0.0001,0.0001,0.01,0.1,0.1
USDT,BTC,WBTC,BUY BTC/USDT,0.00000001,0.00001,0.1,BUY WBTC/BTC,0.0001,0.0001,0.000001,SELL WBTC/USDT,0.0001,0.00001,0.1,BTC-USDT,BUY,BTC,USDT,0.00000001,0.000001,0.1,0.00001,0.1,0.1,WBTC-BTC,BUY,WBTC,BTC,0.0001,0.00001,0.00001,0.0001,0.0001,0.000001,WBTC-USDT,SELL,WBTC,USDT,0.0001,0.01,0.01,0.00001,0.1,0.1
USDT,BTC,WIN,BUY BTC/USDT,0.00000001,0.00001,0.1,BUY WIN/BTC,0.0001,1000,0.000001,SELL WIN/USDT,0.0001,1000,0.1,BTC-USDT,BUY,BTC,USDT,0.00000001,0.000001,0.1,0.00001,0.1,0.1,WIN-BTC,BUY,WIN,BTC,0.0001,0.000000000001,0.000000000001,1000,0.000001,0.000001,WIN-USDT,SELL,WIN,USDT,0.0001,0.00000001,0.00000001,1000,0.1,0.1
USDT,BTC,XDC,BUY BTC/USDT,0.00000001,0.00001,0.1,BUY XDC/BTC,0.0001,10,0.000001,SELL XDC/USDT,0.0001,1,0.1,BTC-USDT,BUY,BTC,USDT,0.00000001,0.000001,0.1,0.00001,0.1,0.1,XDC-BTC,BUY,XDC,BTC,0.0001,0.000000001,0.000000001,10,0.000001,0.000001,XDC-USDT,SELL,XDC,USDT,0.0001,0.00001,0.00001,1,0.1,0.1
USDT,BTC,XLM,BUY BTC/USDT,0.00000001,0.00001,0.1,BUY XLM/BTC,0.0001,0.1,0.000001,SELL XLM/USDT,0.01,1,0.1,BTC-USDT,BUY,BTC,USDT,0.00000001,0.000001,0.1,0.00001,0.1,0.1,XLM-BTC,BUY,XLM,BTC,0.0001,0.000000001,0.000000001,0.1,0.00001,0.000001,XLM-USDT,SELL,XLM,USDT,0.01,0.0001,0.0001,1,0.1,0.1
USDT,BTC,XMR,BUY BTC/USDT,0.00000001,0.00001,0.1,BUY XMR/BTC,0.001,0.001,0.000001,SELL XMR/USDT,0.001,0.001,0.1,BTC-USDT,BUY,BTC,USDT,0.00000001,0.000001,0.1,0.00001,0.1,0.1,XMR-BTC,BUY,XMR,BTC,0.001,0.000001,0.000001,0.001,0.00001,0.000001,XMR-USDT,SELL,XMR,USDT,0.001,0.01,0.01,0.001,1,0.1
USDT,BTC,XRP,BUY BTC/USDT,0.00000001,0.00001,0.1,BUY XRP/BTC,0.0001,0.1,0.000001,SELL XRP/USDT,0.0001,0.1,0.1,BTC-USDT,BUY,BTC,USDT,0.00000001,0.000001,0.1,0.00001,0.1,0.1,XRP-BTC,BUY,XRP,BTC,0.0001,0.00000001,0.00000001,0.1,0.00001,0.000001,XRP-USDT,SELL,XRP,USDT,0.0001,0.000001,0.00001,0.1,0.1,0.1
USDT,BTC,XTZ,BUY BTC/USDT,0.00000001,0.00001,0.1,BUY XTZ/BTC,0.0001,0.1,0.000001,SELL XTZ/USDT,0.01,0.1,0.1,BTC-USDT,BUY,BTC,USDT,0.00000001,0.000001,0.1,0.00001,0.1,0.1,XTZ-BTC,BUY,XTZ,BTC,0.0001,0.00000001,0.00000001,0.1,0.000001,0.000001,XTZ-USDT,SELL,XTZ,USDT,0.01,0.0001,0.0001,0.1,0.1,0.1
USDT,BTC,XYO,BUY BTC/USDT,0.00000001,0.00001,0.1,BUY XYO/BTC,0.0001,10,0.000001,SELL XYO/USDT,0.0001,10,0.1,BTC-USDT,BUY,BTC,USDT,0.00000001,0.000001,0.1,0.00001,0.1,0.1,XYO-BTC,BUY,XYO,BTC,0.0001,0.00000001,0.0000000001,10,0.00001,0.000001,XYO-USDT,SELL,XYO,USDT,0.0001,0.000001,0.000001,10,0.1,0.1
USDT,BTC,ZEC,BUY BTC/USDT,0.00000001,0.00001,0.1,BUY ZEC/BTC,0.0001,0.001,0.000001,SELL ZEC/USDT,0.0001,0.001,0.1,BTC-USDT,BUY,BTC,USDT,0.00000001,0.000001,0.1,0.00001,0.1,0.1,ZEC-BTC,BUY,ZEC,BTC,0.0001,0.0000001,0.0000001,0.001,0.000001,0.000001,ZEC-USDT,SELL,ZEC,USDT,0.0001,0.001,0.001,0.001,0.1,0.1
USDT,CHZ,BTC,BUY CHZ/USDT,0.0001,1,0.1,SELL CHZ/BTC,0.0001,1,0.000001,SELL BTC/USDT,0.00000001,0.00001,0.1,CHZ-USDT,BUY,CHZ,USDT,0.0001,0.00001,0.00001,1,0.1,0.1,CHZ-BTC,SELL,CHZ,BTC,0.0001,0.00000001,0.0000000001,1,0.000001,0.000001,BTC-USDT,SELL,BTC,USDT,0.00000001,0.000001,0.1,0.00001,0.1,0.1
USDT,CKB,BTC,BUY CKB/USDT,0.0001,10,0.1,SELL CKB/BTC,0.0001,10,0.000001,SELL BTC/USDT,0.00000001,0.00001,0.1,CKB-USDT,BUY,CKB,USDT,0.0001,0.000001,0.000001,10,0.1,0.1,CKB-BTC,SELL,CKB,BTC,0.0001,0.00000000001,0.00000000001,10,0.000001,0.000001,BTC-USDT,SELL,BTC,USDT,0.00000001,0.000001,0.1,0.00001,0.1,0.1
USDT,COTI,BTC,BUY COTI/USDT,0.01,1,0.1,SELL COTI/BTC,0.01,1,0.000001,SELL BTC/USDT,0.00000001,0.00001,0.1,COTI-USDT,BUY,COTI,USDT,0.01,0.00001,0.00001,1,0.1,0.1,COTI-BTC,SELL,COTI,BTC,0.01,0.0000000001,0.0000000001,1,0.000001,0.000001,BTC-USDT,SELL,BTC,USDT,0.00000001,0.000001,0.1,0.00001,0.1,0.1
USDT,CRO,BTC,BUY CRO/USDT,0.0001,0.1,0.1,SELL CRO/BTC,0.0001,1,0.000001,SELL BTC/USDT,0.00000001,0.00001,0.1,CRO-USDT,BUY,CRO,USDT,0.0001,0.00001,0.00001,0.1,0.1,0.1,CRO-BTC,SELL,CRO,BTC,0.0001,0.000000001,0.000000001,1,0.00001,0.000001,BTC-USDT,SELL,BTC,USDT,0.00000001,0.000001,0.1,0.00001,0.1,0.1
USDT,CSPR,ETH,BUY CSPR/USDT,1,100,0.1,SELL CSPR/ETH,0.0001,10,0.00001,SELL ETH/USDT,0.0000001,0.0001,0.1,CSPR-USDT,BUY,CSPR,USDT,1,0.000001,0.000001,100,0.1,0.1,CSPR-ETH,SELL,CSPR,ETH,0.0001,0.000000001,0.000000001,10,0.00001,0.00001,ETH-USDT,SELL,ETH,USDT,0.0000001,0.000001,0.01,0.0001,0.01,0.1
USDT,DAG,ETH,BUY DAG/USDT,0.0001,1,0.1,SELL DAG/ETH,0.0001,10,0.00001,SELL ETH/USDT,0.0000001,0.0001,0.1,DAG-USDT,BUY,DAG,USDT,0.0001,0.000001,0.000001,1,0.1,0.1,DAG-ETH,SELL,DAG,ETH,0.0001,0.00000001,0.00000001,10,0.0001,0.00001,ETH-USDT,SELL,ETH,USDT,0.0000001,0.000001,0.01,0.0001,0.01,0.1
USDT,DASH,BTC,BUY DASH/USDT,0.0001,0.0001,0.1,SELL DASH/BTC,0.00000001,0.0001,0.000001,SELL BTC/USDT,0.00000001,0.00001,0.1,DASH-USDT,BUY,DASH,USDT,0.0001,0.01,0.01,0.0001,0.1,0.1,DASH-BTC,SELL,DASH,BTC,0.00000001,0.0000001,0.0000001,0.0001,0.00001,0.000001,BTC-USDT,SELL,BTC,USDT,0.00000001,0.000001,0.1,0.00001,0.1,0.1
USDT,DASH,ETH,BUY DASH/USDT,0.0001,0.0001,0.1,SELL DASH/ETH,0.0001,0.0001,0.00001,SELL ETH/USDT,0.0000001,0.0001,0.1,DASH-USDT,BUY,DASH,USDT,0.0001,0.01,0.01,0.0001,0.1,0.1,DASH-ETH,SELL,DASH,ETH,0.0001,0.00001,0.00001,0.0001,0.0001,0.00001,ETH-USDT,SELL,ETH,USDT,0.0000001,0.000001,0.01,0.0001,0.01,0.1
USDT,DOGE,BTC,BUY DOGE/USDT,0.0001,10,0.1,SELL DOGE/BTC,0.0001,10,0.000001,SELL BTC/USDT,0.00000001,0.00001,0.1,DOGE-USDT,BUY,DOGE,USDT,0.0001,0.00001,0.00001,10,0.1,0.1,DOGE-BTC,SELL,DOGE,BTC,0.0001,0.000000001,0.000000001,10,0.00001,0.000001,BTC-USDT,SELL,BTC,USDT,0.00000001,0.000001,0.1,0.00001,0.1,0.1
USDT,DOGE,KCS,BUY DOGE/USDT,0.0001,10,0.1,SELL DOGE/KCS,0.0001,1,0.001,SELL KCS/USDT,0.0001,0.1,0.1,DOGE-USDT,BUY,DOGE,USDT,0.0001,0.00001,0.00001,10,0.1,0.1,DOGE-KCS,SELL,DOGE,KCS,0.0001,0.000001,0.000001,1,0.01,0.001,KCS-USDT,SELL,KCS,USDT,0.0001,0.0001,0.001,0.1,0.1,0.1
USDT,DOGE,SHIB,BUY DOGE/USDT,0.0001,10,0.1,BUY SHIB/DOGE,0.0001,1000,0.1,SELL SHIB/USDT,0.0001,100000,0.1,DOGE-USDT,BUY,DOGE,USDT,0.0001,0.00001,0.00001,10,0.1,0.1,SHIB-DOGE,BUY,SHIB,DOGE,0.0001,0.00000001,0.00000001,1000,0.1,0.1,SHIB-USDT,SELL,SHIB,USDT,0.0001,0.000000001,0.000000001,100000,0.1,0.1
USDT,DOT,BTC,BUY DOT/USDT,0.0001,0.1,0.1,SELL DOT/BTC,0.0001,0.01,0.000001,SELL BTC/USDT,0.00000001,0.00001,0.1,DOT-USDT,BUY,DOT,USDT,0.0001,0.0001,0.0001,0.1,0.1,0.1,DOT-BTC,SELL,DOT,BTC,0.0001,0.00000001,0.00000001,0.01,0.000001,0.000001,BTC-USDT,SELL,BTC,USDT,0.00000001,0.000001,0.1,0.00001,0.1,0.1
USDT,DOT,KCS,BUY DOT/USDT,0.0001,0.1,0.1,SELL DOT/KCS,0.0001,0.01,0.001,SELL KCS/USDT,0.0001,0.1,0.1,DOT-USDT,BUY,DOT,USDT,0.0001,0.0001,0.0001,0.1,0.1,0.1,DOT-KCS,SELL,DOT,KCS,0.0001,0.0001,0.0001,0.01,0.1,0.001,KCS-USDT,SELL,KCS,USDT,0.0001,0.0001,0.001,0.1,0.1,0.1
USDT,EGLD,BTC,BUY EGLD/USDT,0.0001,0.01,0.1,SELL EGLD/BTC,0.0001,0.01,0.000001,SELL BTC/USDT,0.00000001,0.00001,0.1,EGLD-USDT,BUY,EGLD,USDT,0.0001,0.01,0.01,0.01,1,0.1,EGLD-BTC,SELL,EGLD,BTC,0.0001,0.00000001,0.00000001,0.01,0.00001,0.000001,BTC-USDT,SELL,BTC,USDT,0.00000001,0.000001,0.1,0.00001,0.1,0.1
USDT,ENJ,ETH,BUY ENJ/USDT,0.1,10,0.1,SELL ENJ/ETH,0.0001,0.1,0.00001,SELL ETH/USDT,0.0000001,0.0001,0.1,ENJ-USDT,BUY,ENJ,USDT,0.1,0.00001,0.00001,10,0.1,0.1,ENJ-ETH,SELL,ENJ,ETH,0.0001,0.00000001,0.00000001,0.1,0.0001,0.00001,ETH-USDT,SELL,ETH,USDT,0.0000001,0.000001,0.01,0.0001,0.01,0.1
USDT,ERG,BTC,BUY ERG/USDT,0.0001,0.1,0.1,SELL ERG/BTC,0.0001,0.1,0.000001,SELL BTC/USDT,0.00000001,0.00001,0.1,ERG-USDT,BUY,ERG,USDT,0.0001,0.0001,0.0001,0.1,0.1,0.1,ERG-BTC,SELL,ERG,BTC,0.0001,0.00000001,0.00000001,0.1,0.000001,0.000001,BTC-USDT,SELL,BTC,USDT,0.00000001,0.000001,0.1,0.00001,0.1,0.1
USDT,ETC,BTC,BUY ETC/USDT,0.000001,0.01,0.1,SELL ETC/BTC,0.000001,0.01,0.000001,SELL BTC/USDT,0.00000001,0.00001,0.1,ETC-USDT,BUY,ETC,USDT,0.000001,0.000001,0.0001,0.01,0.1,0.1,ETC-BTC,SELL,ETC,BTC,0.000001,0.0000001,0.0000001,0.01,0.00001,0.000001,BTC-USDT,SELL,BTC,USDT,0.00000001,0.000001,0.1,0.00001,0.1,0.1
USDT,ETC,ETH,BUY ETC/USDT,0.000001,0.01,0.1,SELL ETC/ETH,0.000001,0.01,0.00001,SELL ETH/USDT,0.0000001,0.0001,0.1,ETC-USDT,BUY,ETC,USDT,0.000001,0.000001,0.0001,0.01,0.1,0.1,ETC-ETH,SELL,ETC,ETH,0.000001,0.000001,0.000001,0.01,0.0001,0.00001,ETH-USDT,SELL,ETH,USDT,0.0000001,0.000001,0.01,0.0001,0.01,0.1
USDT,ETH,A,BUY ETH/USDT,0.0000001,0.0001,0.1,BUY A/ETH,1,1,0.00001,SELL A/USDT,0.01,1,0.1,ETH-USDT,BUY,ETH,USDT,0.0000001,0.000001,0.01,0.0001,0.01,0.1,A-ETH,BUY,A,ETH,1,0.0000001,0.0000001,1,0.00001,0.00001,A-USDT,SELL,A,USDT,0.01,0.0001,0.0001,1,0.1,0.1
USDT,ETH,ALGO,BUY ETH/USDT,0.0000001,0.0001,0.1,BUY ALGO/ETH,0.0001,0.01,0.00001,SELL ALGO/USDT,0.0001,1,0.1,ETH-USDT,BUY,ETH,USDT,0.0000001,0.000001,0.01,0.0001,0.01,0.1,ALGO-ETH,BUY,ALGO,ETH,0.0001,0.00000001,0.00000001,0.01,0.00001,0.00001,ALGO-USDT,SELL,ALGO,USDT,0.0001,0.0001,0.0001,1,0.1,0.1
USDT,ETH,ATOM,BUY ETH/USDT,0.0000001,0.0001,0.1,BUY ATOM/ETH,0.0001,0.01,0.00001,SELL ATOM/USDT,0.0001,0.1,0.1,ETH-USDT,BUY,ETH,USDT,0.0000001,0.000001,0.01,0.0001,0.01,0.1,ATOM-ETH,BUY,ATOM,ETH,0.0001,0.000001,0.000001,0.01,0.00001,0.00001,ATOM-USDT,SELL,ATOM,USDT,0.0001,0.0001,0.0001,0.1,0.1,0.1
USDT,ETH,AVA,BUY ETH/USDT,0.0000001,0.0001,0.1,BUY AVA/ETH,0.0001,0.1,0.00001,SELL AVA/USDT,0.01,0.1,0.1,ETH-USDT,BUY,ETH,USDT,0.0000001,0.000001,0.01,0.0001,0.01,0.1,AVA-ETH,BUY,AVA,ETH,0.0001,0.0000001,0.0000001,0.1,0.0001,0.00001,AVA-USDT,SELL,AVA,USDT,0.01,0.0001,0.0001,0.1,0.1,0.1
